t_seconds,timestamp,kind,detail,magnitude
1359.567,22:39.567,attention,MIDDLE_DISTANCE az=+9.7 el=+6.9 share=0.00,11.5255
1363.000,22:43.000,attention,MAIN_DISPLAY az=-3.2 el=-3.7 share=0.00,16.7561
1365.967,22:45.967,attention,DESK az=-5.9 el=-16.4 share=0.00,12.9828
1369.367,22:49.367,attention,LENS az=-0.0 el=+1.0 share=0.00,18.3266
1373.300,22:53.300,state_change,IDLE_RELAXED -> IDLE_ATTENTIVE,0.0000
1375.267,22:55.267,blink,dur=188ms depth=0.99,0.9859
1375.300,22:55.300,expression,cheek_tension peak=0.175 dur=1.45s,0.1746
1375.967,22:55.967,attention,CHAT az=+19.4 el=-4.9 share=0.17,20.3435
1378.667,22:58.667,attention,MAIN_DISPLAY az=-1.2 el=-5.2 share=0.00,20.6251
1379.400,22:59.400,blink,dur=218ms depth=0.97,0.9657
1385.300,23:05.300,attention,LENS az=-1.1 el=+0.7 share=0.00,5.9596
1389.500,23:09.500,blink,dur=223ms depth=0.97,0.9677
1390.133,23:10.133,expression,eye_engage peak=0.162 dur=1.08s,0.1621
1393.167,23:13.167,blink,dur=176ms depth=0.99,0.9912
1393.433,23:13.433,blink,dur=185ms depth=1.00,0.9971
1394.300,23:14.300,attention,DESK az=-5.0 el=-16.1 share=0.00,17.2691
1395.400,23:15.400,blink,dur=227ms depth=0.99,0.9901
1398.433,23:18.433,blink,dur=163ms depth=0.98,0.9764
1400.267,23:20.267,blink,dur=188ms depth=0.97,0.9733
1400.533,23:20.533,blink_partial,dur=175ms depth=0.73,0.7255
1401.733,23:21.733,attention,LENS az=-0.2 el=+0.2 share=0.00,17.0160
1402.167,23:22.167,state_change,IDLE_ATTENTIVE -> MILD_POSITIVE,0.0000
1404.967,23:24.967,state_change,MILD_POSITIVE -> IDLE_RELAXED,0.0000
1405.167,23:25.167,attention,MIDDLE_DISTANCE az=+11.0 el=+7.1 share=0.00,13.1741
1407.333,23:27.333,attention,MAIN_DISPLAY az=-1.4 el=-3.7 share=0.00,16.5244
1410.233,23:30.233,attention,LENS az=-0.0 el=+1.1 share=0.00,4.9343
1417.633,23:37.633,blink,dur=220ms depth=0.98,0.9767
1420.267,23:40.267,blink_partial,dur=170ms depth=0.82,0.8216
1421.867,23:41.867,attention,MAIN_DISPLAY az=-2.4 el=-4.8 share=0.00,6.2937
1421.933,23:41.933,blink,dur=258ms depth=0.96,0.9613
1425.900,23:45.900,head_yaw,"to=(+1.56,-0.81,-1.12)deg dur=0.99s",1.8465
1426.467,23:46.467,blink,dur=165ms depth=0.98,0.9768
1427.900,23:47.900,attention,LENS az=-0.0 el=+1.3 share=0.00,6.4881
1434.333,23:54.333,attention,MIDDLE_DISTANCE az=+13.1 el=+10.6 share=0.04,16.1414
1435.200,23:55.200,blink,dur=183ms depth=0.99,0.9909
1435.300,23:55.300,attention,MAIN_DISPLAY az=-2.5 el=-4.7 share=0.00,21.8957
1436.800,23:56.800,head_yaw,"to=(-0.87,-0.70,+0.06)deg dur=1.18s",2.4377
1438.533,23:58.533,attention,LENS az=-0.1 el=+0.6 share=0.00,5.8310
1441.200,24:01.200,blink,dur=218ms depth=0.96,0.9624
1444.733,24:04.733,blink,dur=193ms depth=0.99,0.9922
1447.367,24:07.367,attention,CHAT az=+16.1 el=-5.6 share=0.10,17.3637
1448.500,24:08.500,attention,LENS az=-0.2 el=+0.5 share=0.00,17.3712
1451.500,24:11.500,blink,dur=237ms depth=1.00,0.9983
1454.133,24:14.133,blink_partial,dur=228ms depth=0.76,0.7569
1456.667,24:16.667,head_yaw,"to=(-2.06,+0.39,+0.04)deg dur=0.79s",1.1892
1457.867,24:17.867,blink,dur=247ms depth=0.97,0.9663
1458.167,24:18.167,blink,dur=251ms depth=0.96,0.9631
1460.933,24:20.933,blink_partial,dur=150ms depth=0.81,0.8076
1465.133,24:25.133,blink,dur=183ms depth=1.00,0.9984
1466.033,24:26.033,expression,brow_lift peak=0.105 dur=2.53s,0.1049
1467.033,24:27.033,attention,SECOND_DISPLAY az=-22.1 el=-3.3 share=0.22,22.2862
1468.267,24:28.267,blink,dur=220ms depth=0.98,0.9840
1468.567,24:28.567,head_pitch,"to=(-2.17,-0.72,-0.05)deg dur=0.76s",1.1080
1469.733,24:29.733,attention,MAIN_DISPLAY az=-2.2 el=-6.2 share=0.00,20.1038
1472.000,24:32.000,expression,cheek_tension peak=0.163 dur=1.88s,0.1635
1472.167,24:32.167,blink,dur=215ms depth=0.98,0.9840
1475.767,24:35.767,attention,CHAT az=+19.9 el=-5.6 share=0.18,22.0926
1475.833,24:35.833,blink,dur=219ms depth=1.00,0.9990
1477.300,24:37.300,attention,LENS az=-0.5 el=+0.3 share=0.00,21.2193
1480.800,24:40.800,blink,dur=192ms depth=0.96,0.9628
1483.400,24:43.400,head_pitch,"to=(-1.21,+1.00,+1.04)deg dur=0.95s",1.7182
1483.467,24:43.467,attention,SECOND_DISPLAY az=-22.9 el=-4.2 share=0.24,22.8421
1484.233,24:44.233,state_change,IDLE_RELAXED -> READING,0.0000
1484.433,24:44.433,expression,eye_engage peak=0.225 dur=1.44s,0.2252
1484.767,24:44.767,attention,MAIN_DISPLAY az=-0.5 el=-4.2 share=0.00,22.4358
1486.433,24:46.433,blink,dur=262ms depth=0.96,0.9623
1490.500,24:50.500,attention,CHAT az=+18.3 el=-3.5 share=0.15,18.7791
1491.733,24:51.733,attention,SECOND_DISPLAY az=-19.7 el=-4.1 share=0.17,37.9765
1493.000,24:53.000,attention,MAIN_DISPLAY az=-3.0 el=-4.7 share=0.00,16.6784
1493.600,24:53.600,state_change,READING -> FOCUSED,0.0000
1494.567,24:54.567,expression,brow_tension peak=0.056 dur=1.82s,0.0564
1496.500,24:56.500,attention,LENS az=+0.5 el=+0.4 share=0.00,6.2511
1500.867,25:00.867,head_yaw,"to=(+0.84,+0.63,-0.56)deg dur=1.06s",2.0474
1502.867,25:02.867,attention,MAIN_DISPLAY az=-0.6 el=-5.6 share=0.00,6.1227
1505.800,25:05.800,attention,LENS az=-0.9 el=+0.9 share=0.00,6.4809
1509.033,25:09.033,blink,dur=205ms depth=0.99,0.9908
1512.267,25:12.267,attention,DESK az=-8.5 el=-17.5 share=0.00,19.9071
1512.600,25:12.600,state_change,FOCUSED -> IDLE_RELAXED,0.0000
1512.767,25:12.767,attention,MAIN_DISPLAY az=-2.5 el=-5.1 share=0.00,13.7939
1514.533,25:14.533,attention,LENS az=-0.1 el=+0.7 share=0.00,6.2505
1521.967,25:21.967,blink_partial,dur=284ms depth=0.69,0.6897
1522.133,25:22.133,attention,MIDDLE_DISTANCE az=+7.3 el=+11.0 share=0.00,12.6791
1524.733,25:24.733,blink,dur=192ms depth=0.97,0.9704
1527.033,25:27.033,attention,SECOND_DISPLAY az=-22.1 el=-0.9 share=0.22,31.7533
1528.000,25:28.000,blink,dur=158ms depth=0.96,0.9650
1528.967,25:28.967,attention,LENS az=+0.2 el=+0.6 share=0.00,22.3623
1534.267,25:34.267,attention,MIDDLE_DISTANCE az=+9.1 el=+7.8 share=0.00,11.4590
1537.433,25:37.433,attention,SECOND_DISPLAY az=-23.3 el=-1.4 share=0.25,33.6643
1539.267,25:39.267,attention,MAIN_DISPLAY az=-1.0 el=-3.3 share=0.00,22.4396
1540.700,25:40.700,expression,cheek_tension peak=0.246 dur=3.10s,0.2463
1542.833,25:42.833,attention,SECOND_DISPLAY az=-19.3 el=-4.5 share=0.17,18.3778
1543.233,25:43.233,state_change,IDLE_RELAXED -> IDLE_ATTENTIVE,0.0000
1544.233,25:44.233,attention,CHAT az=+16.7 el=-6.1 share=0.11,36.0747
1550.167,25:50.167,attention,LENS az=-0.1 el=+0.6 share=0.00,18.1258
1561.100,26:01.100,attention,CHAT az=+19.9 el=-3.5 share=0.18,20.4051
1563.033,26:03.033,attention,LENS az=-0.3 el=+0.6 share=0.00,20.5951
1564.033,26:04.033,blink,dur=181ms depth=0.97,0.9652
1566.033,26:06.033,state_change,IDLE_ATTENTIVE -> FOCUSED,0.0000
1566.200,26:06.200,blink,dur=150ms depth=0.97,0.9731
1568.467,26:08.467,attention,MAIN_DISPLAY az=-1.9 el=-3.8 share=0.00,4.7081
1569.800,26:09.800,attention,LENS az=+0.1 el=+0.6 share=0.00,4.8942
1573.200,26:13.200,head_pitch,"to=(+1.62,-1.46,-1.19)deg dur=1.07s",2.0863
1575.867,26:15.867,expression,eye_engage peak=0.125 dur=2.00s,0.1253
1577.233,26:17.233,blink,dur=261ms depth=0.99,0.9943
1578.200,26:18.200,state_change,FOCUSED -> IDLE_ATTENTIVE,0.0000
1582.300,26:22.300,blink,dur=190ms depth=0.98,0.9803
1582.567,26:22.567,blink,dur=214ms depth=0.96,0.9626
1584.467,26:24.467,attention,SECOND_DISPLAY az=-19.8 el=-4.9 share=0.18,20.6587
1586.433,26:26.433,attention,LENS az=+0.1 el=+1.1 share=0.00,20.7383
1587.167,26:27.167,blink,dur=200ms depth=0.99,0.9877
1591.200,26:31.200,blink_partial,dur=261ms depth=0.82,0.8205
1592.267,26:32.267,attention,MAIN_DISPLAY az=-3.3 el=-3.8 share=0.00,5.9729
1594.133,26:34.133,state_change,IDLE_ATTENTIVE -> IDLE_RELAXED,0.0000
1595.300,26:35.300,head_yaw,"to=(-0.26,+0.41,-0.79)deg dur=1.00s",1.8766
1595.533,26:35.533,blink,dur=316ms depth=0.97,0.9690
1595.667,26:35.667,attention,DESK az=-6.6 el=-17.7 share=0.00,14.2958
1596.233,26:36.233,attention,CHAT az=+20.1 el=-5.1 share=0.18,29.5406
1596.867,26:36.867,attention,MAIN_DISPLAY az=-3.0 el=-5.5 share=0.00,23.0908
1597.867,26:37.867,expression,cheek_tension peak=0.100 dur=1.56s,0.1004
1600.133,26:40.133,attention,MIDDLE_DISTANCE az=+9.0 el=+9.1 share=0.00,18.8965
1602.667,26:42.667,attention,LENS az=-0.2 el=+1.3 share=0.00,12.1002
1603.567,26:43.567,blink,dur=157ms depth=0.98,0.9815
1606.333,26:46.333,head_yaw,"to=(-1.49,+0.90,-0.48)deg dur=0.80s",1.2328
1607.567,26:47.567,blink,dur=247ms depth=0.98,0.9824
1609.233,26:49.233,attention,MAIN_DISPLAY az=-1.8 el=-2.6 share=0.00,4.2300
1609.767,26:49.767,blink,dur=188ms depth=0.98,0.9805
1611.433,26:51.433,head_yaw,"to=(+0.78,-0.43,-0.23)deg dur=1.13s",2.2710
1613.300,26:53.300,attention,SECOND_DISPLAY az=-21.1 el=-2.8 share=0.20,19.2527
1614.300,26:54.300,attention,LENS az=-0.3 el=+0.3 share=0.00,20.9708
1620.467,27:00.467,attention,CHAT az=+18.2 el=-6.6 share=0.14,19.8441
1621.633,27:01.633,head_yaw,"to=(-0.78,-0.07,-1.48)deg dur=0.90s",1.5605
1621.667,27:01.667,attention,LENS az=+0.1 el=+0.7 share=0.00,19.5894
1622.267,27:02.267,expression,brow_tension peak=0.149 dur=2.50s,0.1489
1623.933,27:03.933,state_change,IDLE_RELAXED -> IDLE_ATTENTIVE,0.0000
1626.267,27:06.267,attention,MAIN_DISPLAY az=-1.0 el=-5.0 share=0.00,5.8205
1628.800,27:08.800,attention,SECOND_DISPLAY az=-23.0 el=-2.2 share=0.24,22.1496
1630.800,27:10.800,attention,MAIN_DISPLAY az=-1.5 el=-3.5 share=0.00,21.5035
1633.967,27:13.967,attention,LENS az=+0.7 el=+0.6 share=0.00,4.6694
1637.333,27:17.333,attention,MAIN_DISPLAY az=-0.6 el=-4.6 share=0.00,5.3350
1639.467,27:19.467,attention,LENS az=+0.9 el=+0.6 share=0.00,5.4428
1641.233,27:21.233,head_yaw,"to=(+0.87,+0.48,+0.02)deg dur=0.93s",1.6523
1648.233,27:28.233,attention,MIDDLE_DISTANCE az=+11.0 el=+7.4 share=0.00,12.1409
1648.933,27:28.933,blink,dur=269ms depth=0.97,0.9707
1649.333,27:29.333,double_blink_second,dur=173ms depth=1.00,0.9952
1649.400,27:29.400,attention,LENS az=-0.5 el=+0.2 share=0.00,13.5248
1654.767,27:34.767,attention,DESK az=-6.3 el=-15.7 share=0.00,16.9483
1656.100,27:36.100,attention,MAIN_DISPLAY az=-1.8 el=-3.9 share=0.00,12.5673
1656.133,27:36.133,blink,dur=246ms depth=0.99,0.9863
1657.833,27:37.833,attention,SECOND_DISPLAY az=-21.1 el=-5.4 share=0.20,19.3159
1661.100,27:41.100,head_yaw,"to=(+2.47,+1.97,+0.43)deg dur=0.91s",1.5912
1661.133,27:41.133,attention,LENS az=+0.3 el=+0.6 share=0.00,22.1519
1665.033,27:45.033,expression,jaw_release peak=0.178 dur=2.48s,0.1776
1667.933,27:47.933,head_yaw,"to=(+1.34,+1.03,+0.96)deg dur=0.77s",1.1236
1668.267,27:48.267,attention,LENS az=+0.0 el=+0.5 share=0.00,0.2462
1669.967,27:49.967,blink_partial,dur=157ms depth=0.67,0.6719
1673.367,27:53.367,attention,LENS az=-0.1 el=+0.9 share=0.00,0.4054
1676.800,27:56.800,blink,dur=186ms depth=0.99,0.9938
1678.033,27:58.033,head_yaw,"to=(-0.54,+2.64,+0.57)deg dur=1.01s",1.8868
1678.867,27:58.867,state_change,IDLE_ATTENTIVE -> THINKING,0.0000
1679.100,27:59.100,attention,MAIN_DISPLAY az=-1.4 el=-4.9 share=0.00,5.9698
1679.700,27:59.700,posture_shift,"to=(-0.0082,+0.0126) dur=2.19s",0.0484
1683.033,28:03.033,state_change,THINKING -> IDLE_ATTENTIVE,0.0000
1684.033,28:04.033,attention,LENS az=+0.4 el=+0.4 share=0.00,5.6621
1686.000,28:06.000,blink,dur=268ms depth=0.96,0.9633
1688.433,28:08.433,expression,cheek_tension peak=0.124 dur=2.26s,0.1244
1688.467,28:08.467,attention,MIDDLE_DISTANCE az=+11.2 el=+6.7 share=0.00,12.4988
1689.367,28:09.367,blink,dur=167ms depth=0.97,0.9699
1690.267,28:10.267,attention,MAIN_DISPLAY az=-1.3 el=-4.2 share=0.00,16.6012
1691.133,28:11.133,blink,dur=263ms depth=0.98,0.9819
1696.100,28:16.100,head_pitch,"to=(-1.12,+0.55,+1.11)deg dur=1.07s",2.0911
1697.333,28:17.333,attention,SECOND_DISPLAY az=-21.3 el=-2.9 share=0.21,20.0258
1698.700,28:18.700,blink_partial,dur=255ms depth=0.71,0.7113
1701.867,28:21.867,attention,LENS az=+0.1 el=+0.7 share=0.00,21.6603
1702.667,28:22.667,blink,dur=238ms depth=1.00,0.9969
1702.933,28:22.933,expression,jaw_release peak=0.207 dur=1.93s,0.2065
1709.067,28:29.067,attention,MAIN_DISPLAY az=-3.2 el=-3.9 share=0.00,5.6687
1711.300,28:31.300,attention,DESK az=-7.8 el=-15.2 share=0.00,12.0783
1712.533,28:32.533,attention,SECOND_DISPLAY az=-21.6 el=-4.2 share=0.21,17.6747
1713.567,28:33.567,blink,dur=305ms depth=0.98,0.9836
1713.967,28:33.967,blink,dur=199ms depth=0.97,0.9722
1714.133,28:34.133,attention,LENS az=+0.5 el=+0.1 share=0.00,22.5075
1715.667,28:35.667,expression,cheek_tension peak=0.244 dur=1.83s,0.2443
1717.033,28:37.033,blink_partial,dur=218ms depth=0.81,0.8060
1720.333,28:40.333,attention,MAIN_DISPLAY az=-1.4 el=-5.5 share=0.00,5.9097
1721.367,28:41.367,blink_partial,dur=212ms depth=0.69,0.6911
1725.100,28:45.100,posture_shift,"to=(-0.0008,-0.0111) dur=1.65s",0.0311
1726.067,28:46.067,attention,SECOND_DISPLAY az=-21.0 el=-2.1 share=0.20,19.8302
1727.367,28:47.367,attention,CHAT az=+15.3 el=-5.0 share=0.09,36.3952
1728.467,28:48.467,attention,LENS az=+0.6 el=+0.5 share=0.00,15.7096
1731.900,28:51.900,blink_partial,dur=201ms depth=0.69,0.6918
1735.267,28:55.267,expression,eye_engage peak=0.131 dur=1.68s,0.1312
1740.333,29:00.333,attention,MIDDLE_DISTANCE az=+12.8 el=+6.9 share=0.04,13.8240
1742.100,29:02.100,attention,LENS az=+0.1 el=+0.7 share=0.00,14.1231
1742.700,29:02.700,blink,dur=238ms depth=0.96,0.9605
1745.467,29:05.467,blink,dur=215ms depth=1.00,0.9960
1745.733,29:05.733,attention,MAIN_DISPLAY az=-1.5 el=-4.5 share=0.00,5.4559
1748.500,29:08.500,state_change,IDLE_ATTENTIVE -> IDLE_RELAXED,0.0000
1751.233,29:11.233,blink,dur=162ms depth=0.96,0.9607
1751.833,29:11.833,attention,DESK az=-4.1 el=-16.8 share=0.00,12.5911
1754.800,29:14.800,attention,MIDDLE_DISTANCE az=+12.2 el=+9.7 share=0.02,31.0634
1757.333,29:17.333,head_yaw,"to=(+0.22,-0.04,+0.36)deg dur=0.83s",1.3344
1758.133,29:18.133,attention,SECOND_DISPLAY az=-18.7 el=-1.9 share=0.15,32.9874
1758.733,29:18.733,blink,dur=202ms depth=0.98,0.9810
1760.900,29:20.900,attention,LENS az=-0.2 el=+0.5 share=0.00,18.6484
1765.933,29:25.933,expression,brow_lift peak=0.114 dur=2.41s,0.1140
1770.767,29:30.767,head_yaw,"to=(+1.87,-0.12,+1.10)deg dur=0.93s",1.6561
1771.500,29:31.500,blink_partial,dur=196ms depth=0.56,0.5598
1773.367,29:33.367,attention,MAIN_DISPLAY az=-1.6 el=-4.7 share=0.00,5.3774
1773.500,29:33.500,blink,dur=165ms depth=1.00,0.9995
1773.767,29:33.767,blink,dur=245ms depth=0.99,0.9907
1774.067,29:34.067,blink,dur=288ms depth=0.98,0.9797
1778.333,29:38.333,attention,DESK az=-6.4 el=-18.3 share=0.00,14.3838
1779.200,29:39.200,attention,SECOND_DISPLAY az=-20.5 el=-2.8 share=0.19,20.8707
1779.967,29:39.967,attention,LENS az=-0.4 el=+1.1 share=0.00,20.5123
1781.867,29:41.867,blink,dur=248ms depth=0.97,0.9657
1784.533,29:44.533,attention,MAIN_DISPLAY az=-0.5 el=-5.1 share=0.00,6.1885
1784.933,29:44.933,expression,cheek_tension peak=0.136 dur=1.62s,0.1355
1785.833,29:45.833,blink,dur=170ms depth=0.96,0.9613
1787.000,29:47.000,attention,LENS az=-0.5 el=+0.1 share=0.00,5.1725
1787.633,29:47.633,blink,dur=158ms depth=0.96,0.9638
1790.300,29:50.300,blink,dur=286ms depth=1.00,0.9964
1791.167,29:51.167,posture_shift,"to=(-0.0149,+0.0024) dur=1.22s",0.0275
1792.800,29:52.800,blink,dur=203ms depth=0.97,0.9691
1793.000,29:53.000,attention,CHAT az=+16.2 el=-5.8 share=0.10,17.8029
1796.000,29:56.000,attention,LENS az=-0.7 el=+0.3 share=0.00,18.0148
1796.500,29:56.500,blink,dur=265ms depth=1.00,0.9988
1798.267,29:58.267,head_yaw,"to=(+3.53,+1.42,+0.27)deg dur=0.94s",1.6591
